Ligand_SMILES	Target_Primary_ID	Kd
196	3	13.0000087664553
197	3	14.1
198	3	11.9999984171987
199	3	11.9999984171987
200	3	11.1
201	3	12.0999987260226
202	3	11.9999984171987
203	3	11.9999984171987
204	3	11.9999984171987
205	3	11.1
206	3	11.1
207	3	14.7496481414275
208	3	11.9999984171987
209	3	14.2999706407559
210	3	14.798970004336
211	3	11.9999984171987
212	3	11.9999984171987
213	3	11.9999984171987
214	3	11.9999984171987
215	3	11.9999984171987
216	3	11.9999984171987
217	3	11.9999984171987
218	3	11.9999984171987
219	3	12.299998172182
220	3	11.9999984171987
221	3	11.9999984171987
222	3	11.9999984171987
223	3	11.9999984171987
224	3	12.699997654072
225	3	15.798970004336
226	3	14.6003129173816
227	3	13.8000570999772
228	3	11.9999984171987
229	3	11.9999984171987
230	3	13.9999742698921
231	3	15.2001794975729
232	3	11.9999984171987
233	3	13.3999889376779
234	3	11.9999984171987
235	3	14.4001622741328
236	3	11.9999984171987
237	3	11.9999984171987
238	3	13.9999742698921
239	3	11.9999984171987
240	3	11.9999984171987
241	3	11.9999984171987
242	3	11.9999984171987
243	3	11.9999984171987
244	3	11.9999984171987
245	3	11.9999984171987
246	3	11.9999984171987
247	3	15.2999706407559
248	3	13.2999706407559
249	3	11.9999984171987
250	3	12.1
251	3	13.1
252	3	11.9999984171987
253	3	13.2999706407559
254	3	11.9999984171987
255	3	11.9999984171987
256	3	14.2999706407559
257	3	11.9999984171987
258	3	11.9999984171987
259	3	11.9999984171987
260	3	15.1
261	3	11.9999984171987
262	3	11.9999984171987
263	3	11.9999984171987
264	3	15.6003129173816
265	3	11.9999984171987
266	3	11.9999984171987
267	3	11.9999984171987
268	3	15.2999706407559
269	3	11.9999984171987
270	3	11.9999984171987
271	3	13.0000087664553
272	3	12.1999990348465
273	3	12.3999976028577
274	3	11.9999984171987
275	3	11.9999984171987
276	3	13.0000087664553
277	3	11.9999984171987
278	3	14.2001794975729
279	3	11.9999984171987
280	3	11.9999984171987
281	3	11.9999984171987
282	3	11.9999984171987
283	3	11.9999984171987
284	3	11.9999984171987
285	3	11.9999984171987
286	3	11.9999984171987
287	3	13.2000154374506
288	3	11.9999984171987
289	3	15.2001794975729
290	3	13.9999742698921
291	3	11.9999984171987
292	3	13.6000381344038
293	3	11.9999984171987
294	3	12.3999976028577
295	3	11.9999984171987
296	3	11.9999984171987
297	3	15.1
298	3	11.9999984171987
299	3	11.9999984171987
300	3	11.9999984171987
301	3	12.7999917974462
302	3	14.2001794975729
303	3	11.9999984171987
304	3	11.9999984171987
305	3	11.9999984171987
306	3	14.9013429130456
307	3	11.9999984171987
308	3	14.700326278519
309	3	15.5001169279263
310	3	11.9999984171987
311	3	11.9999984171987
312	3	11.9999984171987
313	3	11.9999984171987
314	3	11.9999984171987
315	3	12.7999917974462
316	3	13.1
317	3	12.3999976028577
318	3	11.9999984171987
319	3	11.9999984171987
320	3	11.9999984171987
321	3	13.9999742698921
322	3	11.9999984171987
323	3	13.0000087664553
324	3	15.6003129173816
325	3	11.9999984171987
326	3	11.9999984171987
327	3	11.9999984171987
328	3	11.9999984171987
329	3	12.1999990348465
330	3	14.4001622741328
331	3	11.9999984171987
332	3	11.9999984171987
333	3	12.1999990348465
334	3	13.2999706407559
335	3	11.9999984171987
336	3	11.9999984171987
337	3	11.9999984171987
338	3	15.2001794975729
339	3	12.4999969133723
340	3	11.9999984171987
341	3	14.2001794975729
342	3	11.9999984171987
343	3	11.9999984171987
344	3	11.9999984171987
345	3	13.9999742698921
346	3	11.9999984171987
347	3	11.9999984171987
348	3	11.9999984171987
349	3	11.9999984171987
350	3	11.9999984171987
351	3	12.1999990348465
352	3	11.9999984171987
353	3	11.9999984171987
354	3	11.9999984171987
355	3	11.9999984171987
356	3	12.7999917974462
357	3	11.9999984171987
358	3	11.9999984171987
359	3	15.1
360	3	14.9996294548824
361	3	11.6999993830236
362	3	11.9999984171987
363	3	13.2999706407559
364	3	11.9999984171987
365	3	11.9999984171987
366	3	11.9999984171987
367	3	11.9999984171987
368	3	11.9999984171987
369	3	13.1
370	3	11.9999984171987
371	3	11.9999984171987
372	3	11.9999984171987
373	3	11.9999984171987
374	3	11.9999984171987
375	3	11.9999984171987
376	3	11.9999984171987
377	3	11.9999984171987
378	3	11.9999984171987
379	3	15.5001169279263
380	3	11.9999984171987
381	3	11.9999984171987
382	3	11.9999984171987
383	3	11.9999984171987
384	3	15.2001794975729
385	3	15.6003129173816
386	3	11.9999984171987
387	3	11.9999984171987
388	3	15.2001794975729
389	3	11.9999984171987
390	3	11.9999984171987
391	3	15.700326278519
392	3	13.8000570999772
393	3	11.9999984171987
394	3	11.9999984171987
395	3	11.9999984171987
396	3	15.5001169279263
397	3	11.9999984171987
398	3	13.0000087664553
399	3	11.9999984171987
400	3	11.9999984171987
401	3	11.9999984171987
402	3	11.9999984171987
403	3	11.9999984171987
404	3	15.6003129173816
405	3	12.3999976028577
406	3	11.9999984171987
407	3	14.2001794975729
408	3	11.9999984171987
409	3	11.9999984171987
410	3	11.9999984171987
411	3	11.9999984171987
412	3	11.9999984171987
413	3	11.9999984171987
414	3	12.5999969319483
415	3	11.9999984171987
416	3	11.9999984171987
417	3	11.9999984171987
418	3	12.299998172182
419	3	12.8999981345934
420	3	11.9999984171987
421	3	12.5999969319483
422	3	13.9999742698921
423	3	12.3999976028577
424	3	12.1999990348465
425	3	14.700326278519
426	3	11.9999984171987
427	3	14.9996294548824
428	3	15.2001794975729
429	3	13.6000381344038
430	3	11.9999984171987
431	3	11.9999984171987
432	3	12.1
433	3	11.9999984171987
434	3	11.9999984171987
435	3	11.9999984171987
436	3	11.9999984171987
437	3	11.9999984171987
438	3	11.9999984171987
439	3	14.4001622741328
440	3	11.9999984171987
441	3	11.9999984171987
442	3	11.9999984171987
443	3	11.9999984171987
444	3	11.9999984171987
445	3	11.9999984171987
446	3	13.0000087664553
447	3	13.6000381344038
448	3	11.9999984171987
449	3	14.1
450	3	14.2999706407559
451	3	11.9999984171987
452	3	12.299998172182
453	3	13.6999803649348
454	3	12.4999969133723
455	3	14.9013429130456
456	3	11.9999984171987
457	3	11.9999984171987
458	3	13.8999707334462
459	3	11.9999984171987
460	3	15.1
461	3	11.9999984171987
462	3	15.9013429130456
463	3	11.9999984171987
464	3	11.9999984171987
465	3	11.9999984171987
466	3	13.6000381344038
467	3	14.9996294548824
468	3	14.798970004336
469	3	11.9999984171987
470	3	14.9013429130456
471	3	11.9999984171987
472	3	13.8000570999772
473	3	12.3999976028577
474	3	11.9999984171987
475	3	15.2999706407559
476	3	11.9999984171987
477	3	11.9999984171987
478	3	13.5000078224159
479	3	12.699997654072
480	3	11.9999984171987
481	3	14.9996294548824
482	3	11.9999984171987
483	3	11.9999984171987
484	3	11.9999984171987
485	3	11.9999984171987
486	3	11.9999984171987
487	3	13.9999742698921
488	3	11.9999984171987
489	3	12.299998172182
490	3	14.700326278519
491	3	11.9999984171987
492	3	14.2001794975729
493	3	14.5001169279263
494	3	13.8000570999772
495	3	11.9999984171987
496	3	12.7999917974462
497	3	14.6003129173816
498	3	11.9999984171987
499	3	11.9999984171987
500	3	12.299998172182
501	3	11.9999984171987
502	3	14.4001622741328
503	3	12.1999990348465
504	3	11.9999984171987
505	3	11.9999984171987
506	3	11.9999984171987
507	3	11.9999984171987
508	3	13.9999742698921
509	3	14.9996294548824
510	3	11.9999984171987
511	3	11.9999984171987
512	3	11.9999984171987
513	3	11.9999984171987
514	3	14.700326278519
515	3	11.9999984171987
516	3	15.1
517	3	11.9999984171987
518	3	11.9999984171987
519	3	11.9999984171987
520	3	15.798970004336
521	3	14.700326278519
522	3	11.9999984171987
523	3	11.9999984171987
524	3	13.2000154374506
525	3	11.9999984171987
526	3	15.6003129173816
527	3	11.9999984171987
528	3	11.9999984171987
529	3	11.9999984171987
530	3	12.699997654072
531	3	11.9999984171987
532	3	11.9999984171987
533	3	14.9013429130456
534	3	11.9999984171987
535	3	12.4999969133723
536	3	12.1
537	3	13.2999706407559
538	3	14.4001622741328
539	3	12.699997654072
540	3	11.9999984171987
541	3	11.9999984171987
542	3	11.9999984171987
543	3	11.9999984171987
544	3	12.699997654072
545	3	11.9999984171987
546	3	14.4001622741328
547	3	11.9999984171987
548	3	11.9999984171987
549	3	14.700326278519
550	3	11.9999984171987
551	3	11.9999984171987
552	3	11.9999984171987
553	3	14.798970004336
554	3	11.9999984171987
555	3	14.6003129173816
556	3	14.1
557	3	11.9999984171987
558	3	14.700326278519
559	3	12.1999990348465
560	3	11.9999984171987
561	3	12.299998172182
562	3	11.9999984171987
563	3	15.2001794975729
564	3	13.8999707334462
565	3	11.9999984171987
566	3	11.9999984171987
567	3	12.1999990348465
568	3	11.9999984171987
569	3	13.5000078224159
570	3	12.5999969319483
571	3	11.9999984171987
572	3	11.9999984171987
573	3	15.6003129173816
574	3	13.5000078224159
575	3	13.1
576	3	11.9999984171987
577	3	11.9999984171987
578	3	14.4001622741328
579	3	11.9999984171987
580	3	11.9999984171987
581	3	14.5001169279263
582	3	11.9999984171987
583	3	11.9999984171987
584	3	14.798970004336
585	3	14.798970004336
586	3	11.9999984171987
587	3	12.3999976028577
588	3	14.1
589	3	11.9999984171987
590	3	15.1
591	3	15.2001794975729
592	3	11.9999984171987
593	3	11.9999984171987
594	3	12.5999969319483
595	3	13.9999742698921
596	3	13.6000381344038
597	3	11.9999984171987
598	3	14.9996294548824
599	3	13.8000570999772
600	3	11.9999984171987
601	3	12.1999990348465
602	3	11.9999984171987
603	3	11.9999984171987
604	3	11.9999984171987
605	3	11.9999984171987
606	3	12.1999990348465
607	3	15.4001622741328
608	3	14.6003129173816
609	3	12.4999969133723
610	3	11.9999984171987
611	3	11.9999984171987
612	3	12.5999969319483
613	3	13.3999889376779
614	3	11.9999984171987
615	3	11.9999984171987
616	3	11.9999984171987
617	3	11.9999984171987
618	3	11.9999984171987
619	3	11.9999984171987
620	3	11.9999984171987
621	3	11.9999984171987
622	3	11.9999984171987
623	3	11.9999984171987
624	3	11.9999984171987
625	3	11.9999984171987
626	3	11.9999984171987
627	3	13.1
628	3	11.9999984171987
629	3	11.9999984171987
630	3	11.9999984171987
631	3	12.699997654072
632	3	11.9999984171987
633	3	11.9999984171987
634	3	11.9999984171987
635	3	14.6003129173816
636	3	11.9999984171987
637	3	14.700326278519
638	3	11.9999984171987
639	3	15.5001169279263
640	3	11.9999984171987
641	3	11.9999984171987
642	3	13.9999742698921
643	3	11.9999984171987
644	3	13.9999742698921
645	3	12.5999969319483
646	3	12.699997654072
647	3	11.9999984171987
648	3	11.9999984171987
649	3	11.9999984171987
650	3	11.9999984171987
651	3	14.2999706407559
652	3	15.2999706407559
653	3	14.2999706407559
654	3	11.9999984171987
655	3	13.2999706407559
656	3	11.9999984171987
657	3	11.9999984171987
658	3	12.1999990348465
659	3	11.9999984171987
660	3	13.3999889376779
661	3	11.9999984171987
662	3	12.5999969319483
663	3	13.6000381344038
664	3	11.9999984171987
665	3	11.9999984171987
666	3	11.9999984171987
667	3	11.9999984171987
668	3	12.1
669	3	11.9999984171987
670	3	11.9999984171987
671	3	15.5001169279263
672	3	11.9999984171987
673	3	14.798970004336
674	3	11.9999984171987
675	3	15.9013429130456
676	3	11.9999984171987
677	3	11.9999984171987
678	3	15.1
679	3	11.9999984171987
680	3	11.9999984171987
681	3	12.299998172182
682	3	13.9999742698921
683	3	12.3999976028577
684	3	11.9999984171987
685	3	11.9999984171987
686	3	12.299998172182
687	3	15.4001622741328
688	3	15.4001622741328
689	3	15.1
690	3	11.9999984171987
691	3	11.9999984171987
692	3	11.9999984171987
693	3	11.9999984171987
694	3	11.9999984171987
695	3	11.9999984171987
696	3	11.9999984171987
697	3	14.1
698	3	11.9999984171987
699	3	11.9999984171987
33	3	11.9999984171987
700	3	11.9999984171987
34	3	11.9999984171987
35	3	11.9999984171987
701	3	11.9999984171987
702	3	14.2001794975729
703	3	11.9999984171987
704	3	11.5436974992327
705	3	11.5436974992327
706	3	11.9999984171987
707	3	13.2000154374506
128	3	11.9999984171987
46	3	11.9999984171987
47	3	11.9999984171987
708	3	14.4414778773707
709	3	13.0631148055998
710	3	11.9999984171987
711	3	11.9999984171987
712	3	11.9999984171987
52	3	11.5559319556497
713	3	11.9999984171987
714	3	11.9999984171987
55	3	11.9999984171987
715	3	11.9999984171987
716	3	11.9999984171987
717	3	11.9999984171987
718	3	11.9999984171987
719	3	11.9999984171987
720	3	11.9999984171987
721	3	11.9999984171987
722	3	11.9999984171987
723	3	11.9999984171987
136	3	11.5000001860566
724	3	13.1
725	3	11.9999984171987
726	3	11.9999984171987
727	3	12.299998172182
728	3	11.9999984171987
729	3	11.9999984171987
730	3	11.9999984171987
59	3	11.9999984171987
731	3	11.9999984171987
62	3	11.9999984171987
732	3	15.1
733	3	11.9999984171987
734	3	11.9999984171987
735	3	11.9999984171987
736	3	11.9999984171987
737	3	11.9999984171987
738	3	11.1
739	3	11.9999984171987
740	3	11.9999984171987
741	3	11.9999984171987
742	3	11.9999984171987
743	3	11.9999984171987
744	3	11.9999984171987
745	3	11.9999984171987
746	3	12.5999969319483
747	3	12.299998172182
83	3	14.401029995664
748	3	11.9999984171987
749	3	11.9999984171987
145	3	14.2001794975729
750	3	11.9999984171987
751	3	11.9999984171987
752	3	12.7999917974462
753	3	11.9999984171987
754	3	11.9999984171987
147	3	11.9999984171987
755	3	11.9999984171987
756	3	13.5000078224159
757	3	13.1388382565262
758	3	11.9999984171987
759	3	12.4999969133723
149	3	12.1
760	3	11.9999984171987
761	3	11.9999984171987
152	3	11.9999984171987
762	3	14.798970004336
763	3	14.303794790217
764	3	12.1999990348465
155	3	11.9999984171987
156	3	11.9999984171987
765	3	11.9999984171987
766	3	11.1
767	3	11.9999984171987
158	3	11.9999984171987
161	3	11.5000001860566
768	3	13.0000087664553
769	3	13.9999742698921
770	3	11.1
771	3	12.1
166	3	11.9999984171987
167	3	11.9999984171987
772	3	11.9999984171987
100	4	11.1
101	4	11.1
1	4	11.1
102	4	11.1
773	4	12.9239087409443
103	4	11.1
104	4	11.1
105	4	11.1
774	4	12.702059991328
775	4	14.497940008672
776	4	14.3218487496164
777	4	12.1969100130081
106	4	11.1
778	4	12.1
779	4	12.0208187539524
780	4	13.3441251443275
781	4	13.8695510786217
782	4	12.9538719643218
783	4	12.2804560644581
107	4	11.1
784	4	13.1757207139381
785	4	12.2804560644581
786	4	12.7777807052661
787	4	13.7382721639824
788	4	12.8033348097385
789	4	13.2191864077192
790	4	11.8212463990472
791	4	10.1
792	4	12.2611509092627
793	4	11.0913998282381
794	4	12.0706162223148
795	4	12.6512936800949
796	4	14.0208187539524
797	4	12.6528419686578
798	4	12.0208187539524
799	4	12.6985994592185
800	4	12.4605135107314
801	4	12.4675427078153
802	4	11.531798275933
803	4	13.668636235841
804	4	11.8904849854574
805	4	12.9239087409443
806	4	12.9416375079047
807	4	12.2739251972992
808	4	12.1457574905607
809	4	11.798970004336
810	4	12.2917890270758
811	4	11.9860566476932
108	4	13.8154641821976
812	4	11.7382721639824
813	4	13.0871627752948
814	4	12.7925039620868
815	4	13.798970004336
816	4	12.2938200260161
817	4	11.3006594505464
818	4	13.1506099933551
819	4	13.3518119729938
820	4	13.0100948885606
821	4	11.8212463990472
822	4	14.3614393726402
823	4	14.0208187539524
824	4	11.3620126736666
825	4	12.7840296545431
826	4	11.9538719643218
827	4	11.2611509092627
828	4	12.4872161432803
829	4	13.4098039199715
830	4	12.4882766919927
831	4	13.2804560644581
832	4	11.3182446253475
833	4	12.8011469235903
834	4	12.7716203965613
835	4	11.5089353929735
836	4	12.4098039199715
837	4	10.1
838	4	10.1
839	4	12.9068754016455
840	4	13.1555173278498
841	4	12.8931741239681
842	4	12.1969100130081
843	4	12.9538719643218
844	4	12.2870866433571
845	4	12.5259687322723
846	4	12.1
847	4	12.702059991328
848	4	11.5962093169428
849	4	12.7575773191778
850	4	13.1457574905607
851	4	12.2366771398795
852	4	11.9538719643218
853	4	12.7777807052661
854	4	12.7197887582884
855	4	11.9239087409443
856	4	11.3839966563652
857	4	12.4279021420643
858	4	12.2694113313149
859	4	12.7038006529043
860	4	13.3146701649892
861	4	13.4279021420643
862	4	13.230768280269
863	4	12.2674910872938
864	4	11.5089353929735
865	4	11.8695510786217
866	4	13.0208187539524
867	4	13.4372421683184
868	4	13.2426675035687
869	4	11.6272435506828
870	4	14.1
871	4	13.9860566476932
872	4	12.7675615400844
873	4	11.5685210829577
874	4	13.1705810742857
875	4	13.0586073148418
876	4	12.9860566476932
877	4	12.7861327796308
878	4	13.4872161432803
879	4	12.2674910872938
880	4	12.693459819566
881	4	13.4187587626244
882	4	13.2135092748275
883	4	12.8619538968712
884	4	12.7420651529995
885	4	13.0507819773298
886	4	13.2870866433571
887	4	11.6185573714977
888	4	12.8055337738384
889	4	13.0208187539524
890	4	13.2739251972992
891	4	13.531798275933
892	4	12.4535962737769
893	4	13.1
894	4	11.4615107430454
895	4	11.9632794328436
896	4	12.2450869776921
897	4	12.4251388592622
898	4	13.4767507096021
899	4	12.9477116556169
900	4	13.2674910872938
901	4	13.0208187539524
902	4	12.2095789811991
903	4	12.7716203965613
904	4	12.9477116556169
905	4	12.6590909179348
906	4	12.8212463990472
907	4	12.8904849854574
908	4	12.5685210829577
909	4	13.3365720064371
910	4	12.8144426909922
911	4	12.3890368810047
912	4	12.8520267336382
913	4	11.8212463990472
914	4	11.531798275933
915	4	13.3291479883579
916	4	11.8447274948967
917	4	12.1150228735845
918	4	10.2426675035687
919	4	13.0030899869919
920	4	13.9239087409443
921	4	13.4098039199715
922	4	13.230768280269
923	4	10.531798275933
924	4	13.0871627752948
925	4	11.7197887582884
926	4	12.497940008672
927	4	12.4439017979872
928	4	13.1457574905607
929	4	11.7946486305534
930	4	12.4506651412879
931	4	11.8022394889009
932	4	12.8644715530925
933	4	12.2636758842932
934	4	13.0030899869919
935	4	11.9996294548824
936	4	11.7055483191738
937	4	12.0871627752948
109	4	11.1
938	4	12.3487208960167
110	4	11.1
111	4	11.1
112	4	11.2760912590557
113	4	11.3130748253088
114	4	11.1
939	4	13.0972070998158
940	4	12.3757241303992
115	4	11.1
116	4	11.1
117	4	11.1
118	4	11.1
941	4	11.1457574905607
942	4	14.1
119	4	11.1
120	4	11.1
121	4	11.1
122	4	11.6086383061657
123	4	11.1
124	4	11.1
125	4	11.1
943	4	14.2739251972992
944	4	11.4279021420643
945	4	14.497940008672
946	4	12.4279021420643
126	4	11.1
704	4	13.0529392020797
705	4	13.0252364931228
947	4	14.648455006504
948	4	9.82499870696559
45	4	11.1
128	4	11.1
129	4	13.0756761923331
52	4	11.401029995664
130	4	11.1
131	4	11.1
132	4	11.1
133	4	11.1
134	4	11.1
135	4	11.1
136	4	11.1
137	4	11.1
138	4	11.1
139	4	11.1
140	4	11.1
141	4	11.1
949	4	14.0586073148418
950	4	14.1457574905607
142	4	11.1
143	4	11.1
144	4	11.1
145	4	11.4767507096021
146	4	11.1
147	4	11.1
148	4	11.1
149	4	11.1
150	4	11.2191864077192
151	4	14.8732987475892
152	4	11.1
153	4	11.1
154	4	11.4290587192642
155	4	11.1
156	4	11.1
157	4	11.1
767	4	11.1
158	4	11.1
159	4	11.1
160	4	14.2023338312997
161	4	11.1
162	4	11.1
163	4	11.1
164	4	11.1
165	4	11.1
166	4	11.2760912590557
167	4	11.1
951	4	12.0788107009301
100	5	11.5000001860566
101	5	11.5000001860566
168	5	11.5000001860566
169	5	11.5000001860566
170	5	11.5000001860566
173	5	11.5000001860566
175	5	11.5000001860566
177	5	11.5000001860566
179	5	11.5000001860566
180	5	11.5000001860566
181	5	11.5000001860566
183	5	11.1
112	5	11.5000001860566
185	5	11.5000001860566
113	5	11.5000001860566
952	5	11.5000001860566
187	5	11.5000001860566
192	5	11.5000001860566
193	5	11.5000001860566
194	5	11.5000001860566
195	5	11.5000001860566
196	5	11.5000001860566
198	5	11.5000001860566
953	5	11.5000001860566
199	5	11.5000001860566
200	5	11.1
202	5	11.5000001860566
204	5	11.5000001860566
208	5	11.5000001860566
211	5	11.5000001860566
214	5	11.5000001860566
215	5	11.5000001860566
217	5	11.5000001860566
218	5	11.5000001860566
219	5	11.5000001860566
220	5	11.5000001860566
221	5	11.5000001860566
222	5	11.5000001860566
223	5	11.5000001860566
224	5	11.5000001860566
227	5	11.5000001860566
229	5	11.5000001860566
954	5	11.5000001860566
955	5	11.5000001860566
233	5	11.5000001860566
234	5	11.5000001860566
236	5	11.5000001860566
240	5	11.5000001860566
241	5	11.5000001860566
242	5	11.5000001860566
244	5	11.5000001860566
245	5	11.5000001860566
246	5	11.5000001860566
249	5	11.5000001860566
250	5	11.5000001860566
251	5	11.5000001860566
252	5	11.5000001860566
254	5	11.5000001860566
255	5	11.5000001860566
257	5	11.5000001860566
259	5	11.5000001860566
956	5	11.5000001860566
261	5	12.1
263	5	11.5000001860566
265	5	11.5000001860566
267	5	11.5000001860566
269	5	11.5000001860566
270	5	12.1
271	5	11.5000001860566
272	5	11.5000001860566
273	5	11.5000001860566
275	5	11.5000001860566
957	5	11.5000001860566
276	5	11.5000001860566
279	5	11.5000001860566
280	5	11.5000001860566
281	5	11.5000001860566
282	5	11.5000001860566
285	5	11.5000001860566
286	5	11.5000001860566
287	5	11.5000001860566
288	5	11.5000001860566
958	5	11.5000001860566
959	5	11.5000001860566
290	5	11.5000001860566
291	5	11.5000001860566
293	5	11.5000001860566
294	5	11.5000001860566
295	5	11.5000001860566
296	5	11.5000001860566
298	5	11.5000001860566
960	5	11.5000001860566
300	5	11.5000001860566
961	5	11.5000001860566
304	5	11.5999996786571
305	5	11.5000001860566
962	5	11.5000001860566
963	5	11.5000001860566
964	5	11.5000001860566
311	5	11.5000001860566
312	5	11.5000001860566
317	5	11.5000001860566
318	5	11.5000001860566
319	5	11.5000001860566
323	5	11.5000001860566
325	5	11.5000001860566
326	5	11.5000001860566
328	5	11.5000001860566
965	5	11.800000503883
331	5	11.5000001860566
332	5	11.5000001860566
335	5	11.5000001860566
336	5	11.5000001860566
966	5	11.9000008748032
338	5	11.5000001860566
339	5	11.5000001860566
341	5	11.5000001860566
343	5	11.5000001860566
349	5	11.5000001860566
350	5	11.5000001860566
351	5	11.5000001860566
352	5	11.5000001860566
353	5	11.5000001860566
354	5	11.5000001860566
355	5	11.5000001860566
361	5	11.5000001860566
362	5	11.5000001860566
363	5	11.5000001860566
967	5	11.5000001860566
365	5	11.5000001860566
366	5	11.5000001860566
367	5	11.5000001860566
368	5	11.5000001860566
370	5	11.5000001860566
371	5	11.5000001860566
373	5	11.5000001860566
968	5	11.5000001860566
374	5	11.5000001860566
375	5	11.5000001860566
377	5	11.5000001860566
378	5	11.5000001860566
380	5	11.5000001860566
383	5	11.5000001860566
386	5	11.5000001860566
389	5	11.5000001860566
393	5	11.5000001860566
394	5	11.5000001860566
969	5	12.1
395	5	11.5000001860566
399	5	11.5000001860566
403	5	11.5000001860566
405	5	11.5000001860566
406	5	11.5000001860566
408	5	11.5000001860566
409	5	11.5000001860566
410	5	11.5000001860566
411	5	11.5000001860566
412	5	11.5000001860566
414	5	11.5000001860566
415	5	11.5000001860566
417	5	11.5000001860566
418	5	11.5000001860566
970	5	11.5000001860566
420	5	11.5000001860566
423	5	11.6999993830236
971	5	11.5000001860566
432	5	11.5000001860566
433	5	11.5000001860566
972	5	11.6999993830236
435	5	11.5000001860566
436	5	11.5000001860566
437	5	11.5000001860566
438	5	11.5000001860566
442	5	11.5000001860566
443	5	11.5000001860566
444	5	11.5000001860566
452	5	11.5000001860566
453	5	11.5000001860566
454	5	11.5999996786571
459	5	11.5000001860566
461	5	11.5000001860566
464	5	11.5000001860566
465	5	11.5000001860566
466	5	11.5000001860566
973	5	11.5000001860566
